gene	disease
uniprotkb:H7C584	Hereditary spastic paraplegia
uniprotkb:A0A8I5QJC0	Hereditary spastic paraplegia
uniprotkb:A0A8I5KZ42	Hereditary spastic paraplegia
uniprotkb:H0Y8E4	Hereditary spastic paraplegia
uniprotkb:A0A8I5KX08	Hereditary spastic paraplegia
uniprotkb:A0A8I5KTL1	Hereditary spastic paraplegia
uniprotkb:A0A8I5KTG3	Hereditary spastic paraplegia
uniprotkb:A0A1W2PPB7	Hereditary spastic paraplegia
uniprotkb:A0A8I5KT58	Hereditary spastic paraplegia
uniprotkb:E9PH70	Obesity
uniprotkb:A0A8I5KQK7	Obesity
uniprotkb:Q9ULH0	Obesity
uniprotkb:F8WAY8	Obesity
uniprotkb:A0A8I5QL22	Obesity
uniprotkb:A0A8I5KPM9	Obesity
uniprotkb:H7C584	Obesity
uniprotkb:A0A8I5QJC0	Obesity
uniprotkb:A0A8I5KZ42	Obesity
uniprotkb:H0Y8E4	Obesity
uniprotkb:A0A8I5KX08	Obesity
uniprotkb:A0A8I5KTL1	Obesity
uniprotkb:A0A8I5KTG3	Obesity
uniprotkb:A0A1W2PPB7	Obesity
uniprotkb:A0A8I5KT58	Obesity
uniprotkb:Q9BYT9	Dystonia
uniprotkb:E9PQ79	Dystonia
uniprotkb:E9PKW2	Dystonia
uniprotkb:A0A5F9ZHL6	Dystonia
uniprotkb:Q9BXR6	Age related macular degeneration
uniprotkb:A0A8V8TNA3	Age related macular degeneration
uniprotkb:A0A8V8TNF4	Age related macular degeneration
uniprotkb:Q9BXR6	hemolytic-uremic syndrome
uniprotkb:A0A8V8TNA3	hemolytic-uremic syndrome
uniprotkb:A0A8V8TNF4	hemolytic-uremic syndrome
uniprotkb:K7EJ19	Neurodegenerative disease
uniprotkb:K7ENF0	Neurodegenerative disease
uniprotkb:K7EQ35	Neurodegenerative disease
uniprotkb:O43776	Neurodegenerative disease
uniprotkb:K7EMQ6	Neurodegenerative disease
uniprotkb:K7EPK2	Neurodegenerative disease
uniprotkb:K7EIU7	Neurodegenerative disease
uniprotkb:K7EJ19	Epilepsy
uniprotkb:K7ENF0	Epilepsy
uniprotkb:K7EQ35	Epilepsy
uniprotkb:O43776	Epilepsy
uniprotkb:K7EMQ6	Epilepsy
uniprotkb:K7EPK2	Epilepsy
uniprotkb:K7EIU7	Epilepsy
uniprotkb:Q92466	Xeroderma pigmentosum
uniprotkb:A0A087WTQ7	Xeroderma pigmentosum
uniprotkb:A0A087X0X5	Xeroderma pigmentosum
uniprotkb:A0A087WV56	Xeroderma pigmentosum
uniprotkb:A0A087WW71	Xeroderma pigmentosum
uniprotkb:Q02413	Palmoplantar keratosis
uniprotkb:Q02413	Hypotrichosis
uniprotkb:Q9Y4D2	Neurodegenerative disease
uniprotkb:F5GY58	Neurodegenerative disease
uniprotkb:Q9Y4D2	Autosomal dominant cerebellar ataxia
uniprotkb:F5GY58	Autosomal dominant cerebellar ataxia
uniprotkb:Q66GS9	Microcephaly
uniprotkb:P16234	Cancer
uniprotkb:D6RIG5	Cancer
uniprotkb:D6RDX0	Cancer
uniprotkb:D6RG11	Cancer
uniprotkb:D6RJH0	Cancer
uniprotkb:P25054	Cancer
uniprotkb:A0A087WYF3	Cancer
uniprotkb:E7EMH9	Cancer
uniprotkb:A0A0A0MQU7	maturity-onset diabetes of the young
uniprotkb:E0YMI8	maturity-onset diabetes of the young
uniprotkb:U3KQS6	maturity-onset diabetes of the young
uniprotkb:A0A0A0MTK8	maturity-onset diabetes of the young
uniprotkb:F5H3Z5	maturity-onset diabetes of the young
uniprotkb:F5H0K0	maturity-onset diabetes of the young
uniprotkb:A0A0A0MQU7	Diabetes mellitus
uniprotkb:E0YMI8	Diabetes mellitus
uniprotkb:U3KQS6	Diabetes mellitus
uniprotkb:A0A0A0MTK8	Diabetes mellitus
uniprotkb:F5H3Z5	Diabetes mellitus
uniprotkb:F5H0K0	Diabetes mellitus
uniprotkb:A0A0A0MQU7	Type 1 diabetes mellitus
uniprotkb:E0YMI8	Type 1 diabetes mellitus
uniprotkb:U3KQS6	Type 1 diabetes mellitus
uniprotkb:A0A0A0MTK8	Type 1 diabetes mellitus
uniprotkb:F5H3Z5	Type 1 diabetes mellitus
uniprotkb:F5H0K0	Type 1 diabetes mellitus
uniprotkb:Q96G30	Obesity
uniprotkb:P25791	Cancer
uniprotkb:E9PJN6	Right atrial isomerism
uniprotkb:Q9H0A0	Right atrial isomerism
uniprotkb:E9PMU0	Right atrial isomerism
uniprotkb:P41219	Neurodegenerative disease
uniprotkb:F8W835	Neurodegenerative disease
uniprotkb:P41219	Amyotrophic lateral sclerosis
uniprotkb:F8W835	Amyotrophic lateral sclerosis
uniprotkb:P41219	Amyotrophic lateral sclerosis
uniprotkb:F8W835	Amyotrophic lateral sclerosis
uniprotkb:Q9GZZ8	Apolipoprotein A-I associated Amyloidosis
uniprotkb:H0YI00	Apolipoprotein A-I associated Amyloidosis
uniprotkb:F8W0V3	Apolipoprotein A-I associated Amyloidosis
uniprotkb:P78386	Hypotrichosis
uniprotkb:F5GYI5	Hypotrichosis
uniprotkb:F8W1L8	Melanoma
uniprotkb:F8VZ13	Melanoma
uniprotkb:P11802	Melanoma
uniprotkb:Q96BE9	Melanoma
uniprotkb:F8VYH9	Melanoma
uniprotkb:F8VZZ0	Melanoma
uniprotkb:F8VZ51	Melanoma
uniprotkb:A0A024RBB6	Melanoma
uniprotkb:F8VYY1	Melanoma
uniprotkb:F8VXD2	Melanoma
uniprotkb:F8VTV8	Melanoma
uniprotkb:F8VWX7	Melanoma
uniprotkb:O43464	Neurodegenerative disease
uniprotkb:A0A384MDW9	Neurodegenerative disease
uniprotkb:A0A8Q3SJ36	Neurodegenerative disease
uniprotkb:A0A8Q3SIX7	Neurodegenerative disease
uniprotkb:O43464	Parkinson's disease
uniprotkb:A0A384MDW9	Parkinson's disease
uniprotkb:A0A8Q3SJ36	Parkinson's disease
uniprotkb:A0A8Q3SIX7	Parkinson's disease
uniprotkb:O43464	Epilepsy
uniprotkb:A0A384MDW9	Epilepsy
uniprotkb:A0A8Q3SJ36	Epilepsy
uniprotkb:A0A8Q3SIX7	Epilepsy
uniprotkb:F6S8M0	Mucopolysaccharidosis
uniprotkb:H7C3P4	Mucopolysaccharidosis
uniprotkb:P15586	Mucopolysaccharidosis
uniprotkb:A0A024RBC5	Mucopolysaccharidosis
uniprotkb:F5H4C6	Mucopolysaccharidosis
uniprotkb:F5H1M7	Urinary bladder cancer
uniprotkb:J3QST1	Urinary bladder cancer
uniprotkb:G3XA89	Urinary bladder cancer
uniprotkb:Q00987	Urinary bladder cancer
uniprotkb:J3KN53	Urinary bladder cancer
uniprotkb:A0A0A8KB88	Urinary bladder cancer
uniprotkb:A0A0A8KBA1	Urinary bladder cancer
uniprotkb:Q96DS5	Urinary bladder cancer
uniprotkb:A0A0A8K986	Urinary bladder cancer
uniprotkb:Q9H4C3	Urinary bladder cancer
uniprotkb:Q9H4C5	Urinary bladder cancer
uniprotkb:F5GWH7	Urinary bladder cancer
uniprotkb:F5GZB0	Urinary bladder cancer
uniprotkb:E7EPE2	Urinary bladder cancer
uniprotkb:F5GZC3	Urinary bladder cancer
uniprotkb:A7UKX8	Urinary bladder cancer
uniprotkb:F6UXB6	Urinary bladder cancer
uniprotkb:A0A1B0GXJ6	Urinary bladder cancer
uniprotkb:F5H4Q8	Urinary bladder cancer
uniprotkb:E7EMW5	Urinary bladder cancer
uniprotkb:F5H1M7	Cancer
uniprotkb:J3QST1	Cancer
uniprotkb:G3XA89	Cancer
uniprotkb:Q00987	Cancer
uniprotkb:J3KN53	Cancer
uniprotkb:A0A0A8KB88	Cancer
uniprotkb:A0A0A8KBA1	Cancer
uniprotkb:Q96DS5	Cancer
uniprotkb:A0A0A8K986	Cancer
uniprotkb:Q9H4C3	Cancer
uniprotkb:Q9H4C5	Cancer
uniprotkb:F5GWH7	Cancer
uniprotkb:F5GZB0	Cancer
uniprotkb:E7EPE2	Cancer
uniprotkb:F5GZC3	Cancer
uniprotkb:A7UKX8	Cancer
uniprotkb:F6UXB6	Cancer
uniprotkb:A0A1B0GXJ6	Cancer
uniprotkb:F5H4Q8	Cancer
uniprotkb:E7EMW5	Cancer
uniprotkb:A0A8I5KVD3	Joubert syndrome
uniprotkb:Q9H6L2	Joubert syndrome
uniprotkb:A0A8I5KVP2	Joubert syndrome
uniprotkb:H3BMW7	Joubert syndrome
uniprotkb:H3BTN6	Joubert syndrome
uniprotkb:A0A8I5QJQ3	Joubert syndrome
uniprotkb:H3BPY4	Joubert syndrome
uniprotkb:A0A8I5KU61	Joubert syndrome
uniprotkb:A0A8I5KX99	Joubert syndrome
uniprotkb:A0A8I5KUT8	Joubert syndrome
uniprotkb:Q07001	Congenital myasthenic syndrome
uniprotkb:B4DKT6	Congenital myasthenic syndrome
uniprotkb:F8WBS0	Congenital myasthenic syndrome
uniprotkb:F8WB46	Congenital myasthenic syndrome
uniprotkb:C9JJV8	Congenital myasthenic syndrome
uniprotkb:Q07001	Congenital myasthenic syndrome
uniprotkb:B4DKT6	Congenital myasthenic syndrome
uniprotkb:F8WBS0	Congenital myasthenic syndrome
uniprotkb:F8WB46	Congenital myasthenic syndrome
uniprotkb:C9JJV8	Congenital myasthenic syndrome
uniprotkb:Q9BZV2	Leigh disease
uniprotkb:E7EM61	Leigh disease
uniprotkb:A0A2R8Y694	Leigh disease
uniprotkb:B8ZZW1	Leigh disease
uniprotkb:C9IZI1	Leigh disease
uniprotkb:A0A2R8YFC5	Leigh disease
uniprotkb:C9J4J5	Leigh disease
uniprotkb:B8ZZ39	Leigh disease
uniprotkb:A0A2R8Y655	Leigh disease
uniprotkb:A0A2R8YHG5	Leigh disease
uniprotkb:Q9GZT5	Keratoconus
uniprotkb:A0A2K8FR47	Keratoconus
uniprotkb:Q9GZT5	Palmoplantar keratosis
uniprotkb:A0A2K8FR47	Palmoplantar keratosis
uniprotkb:Q9GZT5	Hypotrichosis
uniprotkb:A0A2K8FR47	Hypotrichosis
uniprotkb:Q02318	Cataract
uniprotkb:C9J1K5	Cataract
uniprotkb:F8WD90	Cataract
uniprotkb:H7BYF7	Osteogenesis imperfecta
uniprotkb:P33947	Osteogenesis imperfecta
uniprotkb:A0A024QZT7	Osteogenesis imperfecta
uniprotkb:P49914	Epilepsy
uniprotkb:H3BN04	Epilepsy
uniprotkb:A0A0U1RQM3	Epilepsy
uniprotkb:H0YMA8	Neurodegenerative disease
uniprotkb:H0YLE0	Neurodegenerative disease
uniprotkb:P48200	Neurodegenerative disease
uniprotkb:H0YL48	Neurodegenerative disease
uniprotkb:H0YNL8	Neurodegenerative disease
uniprotkb:	Cardiomyopathy
uniprotkb:H0YKX8	Usher syndrome
uniprotkb:H0YLX3	Usher syndrome
uniprotkb:O75838	Usher syndrome
uniprotkb:H0YLL7	Usher syndrome
uniprotkb:A0A2R8Y4Y2	Usher syndrome
uniprotkb:H0YND4	Usher syndrome
uniprotkb:H0YKC8	Usher syndrome
uniprotkb:H0YML3	Usher syndrome
uniprotkb:H0YKX8	Nonsyndromic deafness
uniprotkb:H0YLX3	Nonsyndromic deafness
uniprotkb:O75838	Nonsyndromic deafness
uniprotkb:H0YLL7	Nonsyndromic deafness
uniprotkb:A0A2R8Y4Y2	Nonsyndromic deafness
uniprotkb:H0YND4	Nonsyndromic deafness
uniprotkb:H0YKC8	Nonsyndromic deafness
uniprotkb:H0YML3	Nonsyndromic deafness
uniprotkb:H0YKX8	Nonsyndromic deafness
uniprotkb:H0YLX3	Nonsyndromic deafness
uniprotkb:O75838	Nonsyndromic deafness
uniprotkb:H0YLL7	Nonsyndromic deafness
uniprotkb:A0A2R8Y4Y2	Nonsyndromic deafness
uniprotkb:H0YND4	Nonsyndromic deafness
uniprotkb:H0YKC8	Nonsyndromic deafness
uniprotkb:H0YML3	Nonsyndromic deafness
uniprotkb:H0YKX8	Retinitis pigmentosa
uniprotkb:H0YLX3	Retinitis pigmentosa
uniprotkb:O75838	Retinitis pigmentosa
uniprotkb:H0YLL7	Retinitis pigmentosa
uniprotkb:A0A2R8Y4Y2	Retinitis pigmentosa
uniprotkb:H0YND4	Retinitis pigmentosa
uniprotkb:H0YKC8	Retinitis pigmentosa
uniprotkb:H0YML3	Retinitis pigmentosa
uniprotkb:A0A804HJB7	Leigh disease
uniprotkb:Q9BSH4	Leigh disease
uniprotkb:A0A804HJB7	Leigh disease
uniprotkb:Q9BSH4	Leigh disease
uniprotkb:A0A804HJB7	cytochrome-c oxidase deficiency disease
uniprotkb:Q9BSH4	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HKK6	Fanconi anemia
uniprotkb:A0A804HJU1	Fanconi anemia
uniprotkb:Q9BX63	Fanconi anemia
uniprotkb:J3KS24	Fanconi anemia
uniprotkb:A0A804HL36	Fanconi anemia
uniprotkb:A0A804HIR6	Fanconi anemia
uniprotkb:J3QKX0	Fanconi anemia
uniprotkb:A0A804HJV4	Fanconi anemia
uniprotkb:A0A804HHV8	Fanconi anemia
uniprotkb:J3QQP5	Fanconi anemia
uniprotkb:A0A804HJY1	Fanconi anemia
uniprotkb:A0A804HKS0	Fanconi anemia
uniprotkb:A0A804HIH9	Fanconi anemia
uniprotkb:A0A804HK62	Fanconi anemia
uniprotkb:A0A804HLF1	Fanconi anemia
uniprotkb:A0A804HKK6	Fanconi anemia
uniprotkb:A0A804HJU1	Fanconi anemia
uniprotkb:Q9BX63	Fanconi anemia
uniprotkb:J3KS24	Fanconi anemia
uniprotkb:A0A804HL36	Fanconi anemia
uniprotkb:A0A804HIR6	Fanconi anemia
uniprotkb:J3QKX0	Fanconi anemia
uniprotkb:A0A804HJV4	Fanconi anemia
uniprotkb:A0A804HHV8	Fanconi anemia
uniprotkb:J3QQP5	Fanconi anemia
uniprotkb:A0A804HJY1	Fanconi anemia
uniprotkb:A0A804HKS0	Fanconi anemia
uniprotkb:A0A804HIH9	Fanconi anemia
uniprotkb:A0A804HK62	Fanconi anemia
uniprotkb:A0A804HLF1	Fanconi anemia
uniprotkb:A0A804HKK6	Breast cancer
uniprotkb:A0A804HJU1	Breast cancer
uniprotkb:Q9BX63	Breast cancer
uniprotkb:J3KS24	Breast cancer
uniprotkb:A0A804HL36	Breast cancer
uniprotkb:A0A804HIR6	Breast cancer
uniprotkb:J3QKX0	Breast cancer
uniprotkb:A0A804HJV4	Breast cancer
uniprotkb:A0A804HHV8	Breast cancer
uniprotkb:J3QQP5	Breast cancer
uniprotkb:A0A804HJY1	Breast cancer
uniprotkb:A0A804HKS0	Breast cancer
uniprotkb:A0A804HIH9	Breast cancer
uniprotkb:A0A804HK62	Breast cancer
uniprotkb:A0A804HLF1	Breast cancer
uniprotkb:A0A804HKK6	Ovarian cancer
uniprotkb:A0A804HJU1	Ovarian cancer
uniprotkb:Q9BX63	Ovarian cancer
uniprotkb:J3KS24	Ovarian cancer
uniprotkb:A0A804HL36	Ovarian cancer
uniprotkb:A0A804HIR6	Ovarian cancer
uniprotkb:J3QKX0	Ovarian cancer
uniprotkb:A0A804HJV4	Ovarian cancer
uniprotkb:A0A804HHV8	Ovarian cancer
uniprotkb:J3QQP5	Ovarian cancer
uniprotkb:A0A804HJY1	Ovarian cancer
uniprotkb:A0A804HKS0	Ovarian cancer
uniprotkb:A0A804HIH9	Ovarian cancer
uniprotkb:A0A804HK62	Ovarian cancer
uniprotkb:A0A804HLF1	Ovarian cancer
uniprotkb:P51451	maturity-onset diabetes of the young
uniprotkb:P51451	Rheumatoid arthritis
uniprotkb:P51451	Diabetes mellitus
uniprotkb:A0A024R528	Keratoconus
uniprotkb:P18510	Keratoconus
uniprotkb:A0A8Q3WMN6	Keratoconus
uniprotkb:A0A024R528	Alopecia areata
uniprotkb:P18510	Alopecia areata
uniprotkb:A0A8Q3WMN6	Alopecia areata
uniprotkb:P0CG37	Visceral heterotaxy
uniprotkb:A0A087WX98	Visceral heterotaxy
uniprotkb:A0A087WWV2	Visceral heterotaxy
uniprotkb:P0CG37	Right atrial isomerism
uniprotkb:A0A087WX98	Right atrial isomerism
uniprotkb:A0A087WWV2	Right atrial isomerism
uniprotkb:A1QKJ6	Congenital disorder of glycosylation
uniprotkb:Q96NT0	Congenital disorder of glycosylation
uniprotkb:F8WCZ3	Congenital disorder of glycosylation
uniprotkb:B8ZZ99	Congenital disorder of glycosylation
uniprotkb:O60243	Klinefelter syndrome
uniprotkb:O60243	Kallmann syndrome
uniprotkb:O60243	Kallmann syndrome
uniprotkb:A0A3B3IUB7	Cancer
uniprotkb:Q5VWQ8	Cancer
uniprotkb:A0A8V8TNA8	Cancer
uniprotkb:A0A3B3ITC7	Cancer
uniprotkb:A0A3B3ITG3	Cancer
uniprotkb:F6R503	Cancer
uniprotkb:P56962	Alopecia areata
uniprotkb:E9PJW1	Alopecia areata
uniprotkb:E9PQU9	Alopecia areata
uniprotkb:E9PJV6	Alopecia areata
uniprotkb:E9PIC2	Alopecia areata
uniprotkb:O75899	Epilepsy
uniprotkb:H9NIL8	Epilepsy
uniprotkb:A0A1B0GW60	Epilepsy
uniprotkb:A0A0U1RR59	Epilepsy
uniprotkb:P42766	Diamond-Blackfan anemia
uniprotkb:F2Z388	Diamond-Blackfan anemia
uniprotkb:E7EUF1	Obesity
uniprotkb:Q13822	Obesity
uniprotkb:E5RJ49	Obesity
uniprotkb:E5RIA2	Obesity
uniprotkb:E5RIB9	Obesity
uniprotkb:O00585	Rheumatoid arthritis
uniprotkb:Q5VZ73	Rheumatoid arthritis
uniprotkb:A0A7I2V404	Systemic lupus erythematosus
uniprotkb:A0A024QZU0	Systemic lupus erythematosus
uniprotkb:Q13546	Systemic lupus erythematosus
uniprotkb:A0A7I2V5Y1	Systemic lupus erythematosus
uniprotkb:P04118	Diabetes mellitus
uniprotkb:A0A087X0Q7	Diabetes mellitus
uniprotkb:A0A087WZW1	Diabetes mellitus
uniprotkb:Q92673	Alzheimer's disease
uniprotkb:E9PKB0	Alzheimer's disease
uniprotkb:E9PPB3	Alzheimer's disease
uniprotkb:E9PS32	Alzheimer's disease
uniprotkb:E9PP43	Alzheimer's disease
uniprotkb:Q92673	Neurodegenerative disease
uniprotkb:E9PKB0	Neurodegenerative disease
uniprotkb:E9PPB3	Neurodegenerative disease
uniprotkb:E9PS32	Neurodegenerative disease
uniprotkb:E9PP43	Neurodegenerative disease
uniprotkb:Q92673	Amyloidosis
uniprotkb:E9PKB0	Amyloidosis
uniprotkb:E9PPB3	Amyloidosis
uniprotkb:E9PS32	Amyloidosis
uniprotkb:E9PP43	Amyloidosis
uniprotkb:O60882	Amelogenesis imperfecta
uniprotkb:O60882	Amelogenesis imperfecta
uniprotkb:A0A7I2YQA4	Mitochondrial complex I deficiency
uniprotkb:Q9Y375	Mitochondrial complex I deficiency
uniprotkb:A0A7I2V4I7	Mitochondrial complex I deficiency
uniprotkb:A0A024R9L0	Mitochondrial complex I deficiency
uniprotkb:H0YL22	Mitochondrial complex I deficiency
uniprotkb:H0YNN4	Mitochondrial complex I deficiency
uniprotkb:H0YME6	Congenital dyserythropoietic anemia
uniprotkb:A0A2R8Y531	Congenital dyserythropoietic anemia
uniprotkb:Q02241	Congenital dyserythropoietic anemia
uniprotkb:A0A7I2V5Y5	Congenital dyserythropoietic anemia
uniprotkb:H0YMJ4	Congenital dyserythropoietic anemia
uniprotkb:H7BYN4	Congenital dyserythropoietic anemia
uniprotkb:A0A2U3TZL8	Congenital dyserythropoietic anemia
uniprotkb:H0YME6	Congenital hemolytic anemia
uniprotkb:A0A2R8Y531	Congenital hemolytic anemia
uniprotkb:Q02241	Congenital hemolytic anemia
uniprotkb:A0A7I2V5Y5	Congenital hemolytic anemia
uniprotkb:H0YMJ4	Congenital hemolytic anemia
uniprotkb:H7BYN4	Congenital hemolytic anemia
uniprotkb:A0A2U3TZL8	Congenital hemolytic anemia
uniprotkb:Q9UGJ1	Microcephaly
uniprotkb:H3BQ12	Microcephaly
uniprotkb:H3BQY4	Microcephaly
uniprotkb:H3BN56	Microcephaly
uniprotkb:H3BNL9	Microcephaly
uniprotkb:H3BS59	Microcephaly
uniprotkb:H0YK32	Alzheimer's disease
uniprotkb:O14672	Alzheimer's disease
uniprotkb:A0A024R5U5	Alzheimer's disease
uniprotkb:B5MC71	Alzheimer's disease
uniprotkb:A0A087WYG1	Alzheimer's disease
uniprotkb:H0YK87	Alzheimer's disease
uniprotkb:C9J9B4	Alzheimer's disease
uniprotkb:H0YNC5	Alzheimer's disease
uniprotkb:H0YK32	Neurodegenerative disease
uniprotkb:O14672	Neurodegenerative disease
uniprotkb:A0A024R5U5	Neurodegenerative disease
uniprotkb:B5MC71	Neurodegenerative disease
uniprotkb:A0A087WYG1	Neurodegenerative disease
uniprotkb:H0YK87	Neurodegenerative disease
uniprotkb:C9J9B4	Neurodegenerative disease
uniprotkb:H0YNC5	Neurodegenerative disease
uniprotkb:H0YK32	Amyloidosis
uniprotkb:O14672	Amyloidosis
uniprotkb:A0A024R5U5	Amyloidosis
uniprotkb:B5MC71	Amyloidosis
uniprotkb:A0A087WYG1	Amyloidosis
uniprotkb:H0YK87	Amyloidosis
uniprotkb:C9J9B4	Amyloidosis
uniprotkb:H0YNC5	Amyloidosis
uniprotkb:Q8NEH6	Visceral heterotaxy
uniprotkb:H7C161	Joubert syndrome
uniprotkb:A0A6Q8PGJ2	Joubert syndrome
uniprotkb:A0A6Q8PGK4	Joubert syndrome
uniprotkb:A0A6Q8PFB6	Joubert syndrome
uniprotkb:Q9UG01	Joubert syndrome
uniprotkb:F5GZ56	Joubert syndrome
uniprotkb:A0A6Q8PG03	Joubert syndrome
uniprotkb:A0A6Q8PFK2	Joubert syndrome
uniprotkb:A0A6Q8PHF0	Joubert syndrome
uniprotkb:A0A6Q8PFU9	Joubert syndrome
uniprotkb:H7C186	Joubert syndrome
uniprotkb:H7C161	Retinitis pigmentosa
uniprotkb:A0A6Q8PGJ2	Retinitis pigmentosa
uniprotkb:A0A6Q8PGK4	Retinitis pigmentosa
uniprotkb:A0A6Q8PFB6	Retinitis pigmentosa
uniprotkb:Q9UG01	Retinitis pigmentosa
uniprotkb:F5GZ56	Retinitis pigmentosa
uniprotkb:A0A6Q8PG03	Retinitis pigmentosa
uniprotkb:A0A6Q8PFK2	Retinitis pigmentosa
uniprotkb:A0A6Q8PHF0	Retinitis pigmentosa
uniprotkb:A0A6Q8PFU9	Retinitis pigmentosa
uniprotkb:H7C186	Retinitis pigmentosa
uniprotkb:H7C161	Bardet-Biedl syndrome
uniprotkb:A0A6Q8PGJ2	Bardet-Biedl syndrome
uniprotkb:A0A6Q8PGK4	Bardet-Biedl syndrome
uniprotkb:A0A6Q8PFB6	Bardet-Biedl syndrome
uniprotkb:Q9UG01	Bardet-Biedl syndrome
uniprotkb:F5GZ56	Bardet-Biedl syndrome
uniprotkb:A0A6Q8PG03	Bardet-Biedl syndrome
uniprotkb:A0A6Q8PFK2	Bardet-Biedl syndrome
uniprotkb:A0A6Q8PHF0	Bardet-Biedl syndrome
uniprotkb:A0A6Q8PFU9	Bardet-Biedl syndrome
uniprotkb:H7C186	Bardet-Biedl syndrome
uniprotkb:H7C161	Obesity
uniprotkb:A0A6Q8PGJ2	Obesity
uniprotkb:A0A6Q8PGK4	Obesity
uniprotkb:A0A6Q8PFB6	Obesity
uniprotkb:Q9UG01	Obesity
uniprotkb:F5GZ56	Obesity
uniprotkb:A0A6Q8PG03	Obesity
uniprotkb:A0A6Q8PFK2	Obesity
uniprotkb:A0A6Q8PHF0	Obesity
uniprotkb:A0A6Q8PFU9	Obesity
uniprotkb:H7C186	Obesity
uniprotkb:Q9C0D9	Neurodegenerative disease
uniprotkb:C9JEZ2	Neurodegenerative disease
uniprotkb:C9JAG1	Neurodegenerative disease
uniprotkb:Q9C0D9	Hereditary spastic paraplegia
uniprotkb:C9JEZ2	Hereditary spastic paraplegia
uniprotkb:C9JAG1	Hereditary spastic paraplegia
uniprotkb:O60266	Obesity
uniprotkb:C9J969	Obesity
uniprotkb:C9JLX3	Obesity
uniprotkb:A0A0A0MSC1	Obesity
uniprotkb:H7C1A6	Obesity
uniprotkb:U3KQ91	Obesity
uniprotkb:C9JYB5	Obesity
uniprotkb:O95343	Coloboma
uniprotkb:O95343	Holoprosencephaly
uniprotkb:O95343	Holoprosencephaly
uniprotkb:A0A0C4DG06	Leigh disease
uniprotkb:A0A804HJH8	Leigh disease
uniprotkb:A0A804HJZ1	Leigh disease
uniprotkb:A0A804HKR3	Leigh disease
uniprotkb:A0A804HI14	Leigh disease
uniprotkb:P42704	Leigh disease
uniprotkb:A0A804HKI2	Leigh disease
uniprotkb:A0A804HL40	Leigh disease
uniprotkb:A0A804HI44	Leigh disease
uniprotkb:A0A804HLG8	Leigh disease
uniprotkb:A0A804HJD8	Leigh disease
uniprotkb:E5KNY5	Leigh disease
uniprotkb:A0A804HKJ0	Leigh disease
uniprotkb:B8ZZ38	Leigh disease
uniprotkb:A0A804HK02	Leigh disease
uniprotkb:A0A804HLJ6	Leigh disease
uniprotkb:A0A804HIG4	Leigh disease
uniprotkb:A0A804HIQ7	Leigh disease
uniprotkb:A0A804HLL8	Leigh disease
uniprotkb:A0A804HK30	Leigh disease
uniprotkb:A0A804HHY9	Leigh disease
uniprotkb:A0A804HI40	Leigh disease
uniprotkb:A0A804HIN4	Leigh disease
uniprotkb:A0A804HIV5	Leigh disease
uniprotkb:A0A804HI23	Leigh disease
uniprotkb:C9JCA9	Leigh disease
uniprotkb:A0A804HJG8	Leigh disease
uniprotkb:A0A0C4DG06	Leigh disease
uniprotkb:A0A804HJH8	Leigh disease
uniprotkb:A0A804HJZ1	Leigh disease
uniprotkb:A0A804HKR3	Leigh disease
uniprotkb:A0A804HI14	Leigh disease
uniprotkb:P42704	Leigh disease
uniprotkb:A0A804HKI2	Leigh disease
uniprotkb:A0A804HL40	Leigh disease
uniprotkb:A0A804HI44	Leigh disease
uniprotkb:A0A804HLG8	Leigh disease
uniprotkb:A0A804HJD8	Leigh disease
uniprotkb:E5KNY5	Leigh disease
uniprotkb:A0A804HKJ0	Leigh disease
uniprotkb:B8ZZ38	Leigh disease
uniprotkb:A0A804HK02	Leigh disease
uniprotkb:A0A804HLJ6	Leigh disease
uniprotkb:A0A804HIG4	Leigh disease
uniprotkb:A0A804HIQ7	Leigh disease
uniprotkb:A0A804HLL8	Leigh disease
uniprotkb:A0A804HK30	Leigh disease
uniprotkb:A0A804HHY9	Leigh disease
uniprotkb:A0A804HI40	Leigh disease
uniprotkb:A0A804HIN4	Leigh disease
uniprotkb:A0A804HIV5	Leigh disease
uniprotkb:A0A804HI23	Leigh disease
uniprotkb:C9JCA9	Leigh disease
uniprotkb:A0A804HJG8	Leigh disease
uniprotkb:A0A0C4DG06	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HJH8	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HJZ1	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HKR3	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HI14	cytochrome-c oxidase deficiency disease
uniprotkb:P42704	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HKI2	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HL40	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HI44	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HLG8	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HJD8	cytochrome-c oxidase deficiency disease
uniprotkb:E5KNY5	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HKJ0	cytochrome-c oxidase deficiency disease
uniprotkb:B8ZZ38	cytochrome-c oxidase deficiency disease
uniprotkb:A0A804HK02	cytochrome-c oxidase deficiency disease
